customerID,SeniorCitizen,tenure_x,MonthlyCharges_x,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,True_Churn,Predicted_Churn_Probability,Contract,InternetService,PaymentMethod,tenure_y,MonthlyCharges_y
6726-NNFWD,1,71,89.45,6435.25,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,0,0.03896207,Two year,Fiber optic,Credit card (automatic),71,89.45
9330-DHBFL,0,23,66.25,1533.8,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,0,0.29630917,One year,DSL,Mailed check,23,66.25
5727-MYATE,0,72,90.8,6397.6,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0,0.0011662951,Two year,DSL,Credit card (automatic),72,90.8
2824-DXNKN,0,72,71.45,5025.85,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,0,0.011050613,Two year,DSL,Bank transfer (automatic),72,71.45
6166-ILMNY,0,2,69.75,144.55,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.495401,Month-to-month,Fiber optic,Bank transfer (automatic),2,69.75
5236-XMZJY,0,42,59.65,2536.55,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0.09756032,Month-to-month,DSL,Bank transfer (automatic),42,59.65
1709-EJDOX,0,47,19.75,948.9,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.019998372,Two year,No,Mailed check,47,19.75
4962-CHQPW,0,29,19.85,535.05,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.025240056,One year,No,Mailed check,29,19.85
0301-FIDRB,0,72,63.8,4684.3,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0,0.0029558644,Two year,DSL,Bank transfer (automatic),72,63.8
1820-TQVEV,0,1,69.55,69.55,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.9717524,Month-to-month,Fiber optic,Electronic check,1,69.55
9115-YQHGA,0,40,51.1,2092.9,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0,0.1443133,Month-to-month,DSL,Electronic check,40,51.1
1541-ETJZO,0,1,62.05,62.05,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,1,0.6141967,Month-to-month,DSL,Mailed check,1,62.05
6230-BSUXY,1,1,85.0,85.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,1,0.9150726,Month-to-month,Fiber optic,Electronic check,1,85.0
6797-LNAQX,0,70,98.3,6859.5,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,1,0.06934007,Two year,Fiber optic,Bank transfer (automatic),70,98.3
9588-YRFHY,0,49,19.9,1022.6,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0,0.016399816,Two year,No,Credit card (automatic),49,19.9
1092-GANHU,0,17,76.65,1313.55,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1,0.33675122,Month-to-month,Fiber optic,Electronic check,17,76.65
5951-AOFIH,0,33,66.4,2245.4,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,0,0.12867439,Month-to-month,DSL,Credit card (automatic),33,66.4
7029-RPUAV,1,17,100.45,1622.45,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,1,0.448731,Month-to-month,Fiber optic,Credit card (automatic),17,100.45
4700-UBQMV,0,21,75.9,1549.75,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,0,0.14556755,One year,DSL,Bank transfer (automatic),21,75.9
3594-UVONA,0,35,85.95,3110.1,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,1,0.08524856,One year,DSL,Credit card (automatic),35,85.95
7750-EYXWZ,0,12,60.65,743.3,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,0,0.050900318,One year,DSL,Electronic check,12,60.65
7054-ENNGU,0,9,50.85,466.6,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.14667618,Month-to-month,DSL,Mailed check,9,50.85
0402-OAMEN,0,72,24.45,1709.1,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.0017397286,Two year,No,Bank transfer (automatic),72,24.45
2195-VVRJF,1,18,59.1,1011.05,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,0,0.23188329,Month-to-month,DSL,Credit card (automatic),18,59.1
8819-ZBYNA,0,58,109.1,6393.65,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False,0,0.29232848,Two year,Fiber optic,Credit card (automatic),58,109.1
7748-UMTRK,1,30,101.3,2974.5,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0,0.3146687,Month-to-month,Fiber optic,Electronic check,30,101.3
1741-WTPON,0,56,115.85,6567.9,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0.048895895,Two year,Fiber optic,Mailed check,56,115.85
7209-JCUDS,0,10,94.9,1048.85,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,0.87448496,Month-to-month,Fiber optic,Electronic check,10,94.9
2485-ITVKB,0,2,35.1,68.75,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,0.86267984,Month-to-month,DSL,Electronic check,2,35.1
9648-BCHKM,0,18,24.65,471.35,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0,0.09099627,Two year,No,Credit card (automatic),18,24.65
0743-HRVFF,0,51,56.15,2898.95,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0,0.099922605,One year,DSL,Electronic check,51,56.15
2522-AHJXR,0,60,109.45,6572.85,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0.26468265,Month-to-month,Fiber optic,Bank transfer (automatic),60,109.45
9143-CANJF,0,24,55.15,1319.85,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,0.12824625,Month-to-month,DSL,Electronic check,24,55.15
1444-VVSGW,0,70,115.65,7968.85,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,1,0.19233313,One year,Fiber optic,Credit card (automatic),70,115.65
6898-MDLZW,0,12,53.75,648.65,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0,0.27341512,Month-to-month,DSL,Mailed check,12,53.75
0074-HDKDG,0,25,61.6,1611.0,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,0,0.19150755,One year,DSL,Bank transfer (automatic),25,61.6
3982-JGSFD,0,36,20.35,695.85,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,0.01021237,One year,No,Credit card (automatic),36,20.35
7928-VJYAB,0,11,90.6,1020.2,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0,0.62044495,Month-to-month,Fiber optic,Electronic check,11,90.6
1522-VVDMG,0,7,89.75,608.8,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,1,0.7791244,Month-to-month,Fiber optic,Electronic check,7,89.75
2665-NPTGL,1,26,98.1,2510.7,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0,0.7659472,Month-to-month,Fiber optic,Bank transfer (automatic),26,98.1
8728-SKJLR,0,41,74.25,3089.1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0,0.5359222,Month-to-month,Fiber optic,Electronic check,41,74.25
7733-UDMTP,1,57,55.0,3094.05,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0,0.3560535,Month-to-month,DSL,Electronic check,57,55.0
0431-APWVY,0,28,90.1,2598.95,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,1,0.24746732,One year,Fiber optic,Bank transfer (automatic),28,90.1
5081-NWSUP,0,10,64.9,685.55,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,0,0.08503276,One year,DSL,Mailed check,10,64.9
2746-DIJLO,0,41,56.3,2364.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,0,0.21074495,One year,DSL,Credit card (automatic),41,56.3
7277-OZCGZ,0,22,89.05,1886.25,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,0,0.16295134,Month-to-month,Fiber optic,Electronic check,22,89.05
5236-PERKL,0,57,112.95,6465.0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,1,0.026610523,Two year,Fiber optic,Bank transfer (automatic),57,112.95
2788-CJQAQ,0,13,19.45,270.2,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.016467419,One year,No,Mailed check,13,19.45
3096-WPXBT,0,61,100.7,6018.65,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False,0,0.10747278,One year,Fiber optic,Credit card (automatic),61,100.7
9962-BFPDU,0,1,20.05,20.05,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.7113826,Month-to-month,No,Mailed check,1,20.05
2892-GESUL,0,18,19.35,309.25,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.013946088,Two year,No,Mailed check,18,19.35
9741-YLNTD,0,6,87.95,522.35,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0.7114051,Month-to-month,Fiber optic,Bank transfer (automatic),6,87.95
1205-WNWPJ,0,7,59.5,415.95,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,1,0.3663517,Month-to-month,DSL,Mailed check,7,59.5
3173-NVMPX,0,9,55.3,501.2,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.3108738,Month-to-month,DSL,Mailed check,9,55.3
9661-MHUMO,1,1,49.25,49.25,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,1,0.262279,Month-to-month,DSL,Credit card (automatic),1,49.25
6000-APYLU,0,9,80.8,713.1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,0.6616619,Month-to-month,Fiber optic,Electronic check,9,80.8
0048-PIHNL,0,49,20.45,900.9,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.0063999845,One year,No,Bank transfer (automatic),49,20.45
9420-LOJKX,0,15,99.1,1426.4,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,1,0.6167783,Month-to-month,Fiber optic,Credit card (automatic),15,99.1
7061-OVMIM,0,30,19.55,608.5,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.023995023,One year,No,Bank transfer (automatic),30,19.55
5671-RQRLP,1,70,75.65,5411.4,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,0,0.16806167,Two year,Fiber optic,Credit card (automatic),70,75.65
5129-JLPIS,0,25,105.5,2686.05,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0,0.70903206,Month-to-month,Fiber optic,Electronic check,25,105.5
5170-PTRKA,0,49,35.8,1782.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,0,0.012859183,One year,DSL,Credit card (automatic),49,35.8
4819-HJPIW,0,18,25.15,476.8,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.2164804,Month-to-month,DSL,Mailed check,18,25.15
8780-RSYYU,0,25,19.2,532.1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,0,0.034803815,Month-to-month,No,Credit card (automatic),25,19.2
2335-GSODA,0,23,40.1,857.75,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,0,0.010926027,Two year,DSL,Mailed check,23,40.1
5696-CEIQJ,0,67,103.15,6895.5,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0.06307357,Two year,Fiber optic,Bank transfer (automatic),67,103.15
6169-PPETC,0,35,20.5,759.35,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.0027919952,Two year,No,Bank transfer (automatic),35,20.5
4237-RLAQD,0,1,45.85,45.85,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,0.8534289,Month-to-month,DSL,Mailed check,1,45.85
7359-WWYJV,0,72,114.45,8375.05,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0.006779168,Two year,Fiber optic,Credit card (automatic),72,114.45
8620-RJPZN,0,1,20.7,20.7,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0,0.34314698,Month-to-month,No,Electronic check,1,20.7
7426-WEIJX,1,60,80.95,4859.1,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.09263316,Month-to-month,Fiber optic,Electronic check,60,80.95
7629-WIXZF,0,7,59.1,369.25,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,0,0.3463985,One year,DSL,Electronic check,7,59.1
2616-FLVQC,0,64,19.55,1240.15,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.023441361,Two year,No,Mailed check,64,19.55
9163-GHAYE,0,15,48.85,736.8,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.13618284,Month-to-month,DSL,Electronic check,15,48.85
4464-JCOLN,0,2,19.85,35.9,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,1,0.048443522,One year,No,Mailed check,2,19.85
2971-SGAFL,0,13,78.75,995.35,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0,0.7340839,Month-to-month,DSL,Electronic check,13,78.75
4735-ASGMA,0,26,98.35,2515.3,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,0.9317079,Month-to-month,Fiber optic,Electronic check,26,98.35
5245-VDBUR,0,52,35.45,1958.95,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,0.018729135,One year,DSL,Mailed check,52,35.45
1493-AMTIE,0,1,20.2,20.2,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,1,0.24814937,Month-to-month,No,Bank transfer (automatic),1,20.2
1112-CUNAO,1,15,89.85,1424.95,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,0.37061802,Month-to-month,Fiber optic,Electronic check,15,89.85
7571-YXDAD,0,2,74.9,147.15,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0.68289316,Month-to-month,Fiber optic,Credit card (automatic),2,74.9
8714-EUHJO,0,31,91.15,2995.45,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,0.34005493,Month-to-month,Fiber optic,Electronic check,31,91.15
9040-KZVWO,0,26,75.5,2018.1,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.04554705,One year,Fiber optic,Bank transfer (automatic),26,75.5
6713-OKOMC,0,10,29.75,301.9,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.19451681,Month-to-month,DSL,Mailed check,10,29.75
8749-CLJXC,0,1,20.05,20.05,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.693205,Month-to-month,No,Mailed check,1,20.05
4713-LZDRV,1,2,79.6,195.05,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,0.79287964,Month-to-month,Fiber optic,Electronic check,2,79.6
6598-RFFVI,0,2,19.3,28.3,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,1,0.015895452,One year,No,Credit card (automatic),2,19.3
7470-MCQTK,0,13,48.75,633.4,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,1,0.59790474,Month-to-month,DSL,Bank transfer (automatic),13,48.75
5524-KHNJP,0,33,74.75,2453.3,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,0,0.042067375,One year,DSL,Credit card (automatic),33,74.75
1707-HABPF,1,46,91.3,4126.35,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,0,0.037831873,One year,Fiber optic,Bank transfer (automatic),46,91.3
4581-LNWUM,0,13,49.15,649.4,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0,0.56794274,Month-to-month,DSL,Electronic check,13,49.15
9710-ZUSHQ,1,37,106.75,4056.75,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,1,0.062307343,Month-to-month,Fiber optic,Bank transfer (automatic),37,106.75
1697-LYYYX,0,61,19.1,1143.8,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.0050947308,One year,No,Credit card (automatic),61,19.1
4013-GUXND,0,1,20.8,20.8,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.72510326,Month-to-month,No,Mailed check,1,20.8
5022-JNQEQ,0,9,75.85,647.5,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0,0.6523911,Month-to-month,Fiber optic,Electronic check,9,75.85
4983-CCWMC,0,3,69.6,207.4,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.6275906,Month-to-month,Fiber optic,Mailed check,3,69.6
6345-FZOQH,0,69,19.9,1363.45,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.0034016229,Two year,No,Mailed check,69,19.9
0962-CQPWQ,0,62,20.3,1296.15,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.0021014952,Two year,No,Bank transfer (automatic),62,20.3
5495-GPSRW,0,20,19.7,419.4,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0,0.016205335,Two year,No,Mailed check,20,19.7
2252-JHJGE,0,61,104.0,6363.45,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,0,0.28491092,One year,Fiber optic,Electronic check,61,104.0
7356-AYNJP,0,4,23.9,97.5,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0,0.20194173,One year,No,Electronic check,4,23.9
2019-HDCZY,0,63,102.6,6296.75,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,0,0.14082985,Two year,Fiber optic,Electronic check,63,102.6
8582-KRHPJ,0,50,35.0,1782.4,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.14394252,Month-to-month,DSL,Mailed check,50,35.0
2867-UIMSS,0,1,80.5,80.5,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,0.9029607,Month-to-month,Fiber optic,Electronic check,1,80.5
3487-EARAT,0,70,74.1,5222.3,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,0,0.1394252,One year,DSL,Credit card (automatic),70,74.1
9926-PJHDQ,0,72,76.8,5468.45,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0,0.016424272,Two year,DSL,Bank transfer (automatic),72,76.8
0289-IVARM,0,35,60.55,1982.6,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0.09339404,Month-to-month,DSL,Electronic check,35,60.55
4672-FOTSD,0,12,67.25,832.3,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0,0.48866004,Month-to-month,DSL,Electronic check,12,67.25
6198-PNNSZ,0,56,109.8,6109.65,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,0,0.19747587,One year,Fiber optic,Bank transfer (automatic),56,109.8
7603-USHJS,0,12,73.75,871.4,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1,0.47744796,Month-to-month,Fiber optic,Credit card (automatic),12,73.75
6784-XYJAE,0,36,55.8,1941.5,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0,0.019246934,One year,DSL,Electronic check,36,55.8
3858-XHYJO,0,40,105.75,4228.55,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,0,0.1578872,One year,Fiber optic,Bank transfer (automatic),40,105.75
1087-UDSIH,0,3,19.6,59.75,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,1,0.26252708,Month-to-month,No,Mailed check,3,19.6
7251-LJBQN,1,40,103.75,4188.4,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,0,0.3559631,One year,Fiber optic,Credit card (automatic),40,103.75
3200-MNQTF,0,67,70.9,4677.1,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,0,0.06197392,Two year,DSL,Credit card (automatic),67,70.9
9359-UGBTK,0,67,72.35,4991.5,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,0,0.03195881,One year,DSL,Bank transfer (automatic),67,72.35
8160-HOWOX,0,7,66.85,458.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0,0.37315527,Month-to-month,DSL,Electronic check,7,66.85
0258-NOKBL,0,3,90.4,268.45,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0,0.31862503,Month-to-month,Fiber optic,Electronic check,3,90.4
2800-QQUSO,0,42,100.3,4222.95,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0,0.7952988,Month-to-month,Fiber optic,Electronic check,42,100.3
2129-ALKBS,0,40,26.2,1077.5,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,0,0.16941288,Month-to-month,No,Electronic check,40,26.2
9972-VAFJJ,1,53,94.0,4871.45,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,0,0.25396854,One year,Fiber optic,Electronic check,53,94.0
4693-VWVBO,0,3,19.55,61.05,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0,0.26667067,Month-to-month,No,Electronic check,3,19.55
6969-MVBAI,1,9,90.1,816.8,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0,0.7900156,Month-to-month,Fiber optic,Electronic check,9,90.1
4821-WQOYN,0,72,20.1,1326.25,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0,0.004079248,Two year,No,Credit card (automatic),72,20.1
6769-DYBQN,1,46,85.0,3969.4,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,0.26961347,Month-to-month,Fiber optic,Electronic check,46,85.0
4018-PPNDW,0,61,24.1,1551.6,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0,0.0064681494,Two year,No,Mailed check,61,24.1
6288-CHQJB,0,54,69.95,3871.85,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,0,0.013221161,Two year,DSL,Bank transfer (automatic),54,69.95
4905-JEFDW,0,11,41.6,470.6,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,1,0.7216778,One year,DSL,Electronic check,11,41.6
0559-CKHUS,0,29,19.55,521.8,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0,0.018083755,Two year,No,Mailed check,29,19.55
